Buttehouse WS 1,Irrigation Zone 16"-36",Soil Moisture 8",Soil Moisture 16",Soil Moisture 28",Soil Moisture 36",Soil Moisture 48",Soil Moisture 56",Pressure Switch 1 - Averaged
4/27/2020 5:00:00 PM,224.58,56.74,62.61,76.14,85.83,87.92,79.66,0
4/27/2020 4:00:00 PM,224.67,56.64,62.62,76.26,85.79,87.91,79.67,0
4/27/2020 3:00:00 PM,224.87,56.53,62.65,76.41,85.8,87.91,79.66,0
4/27/2020 2:00:00 PM,225.08,56.43,62.68,76.58,85.81,87.91,79.66,0
4/27/2020 1:00:00 PM,225.3,56.34,62.7,76.74,85.85,87.91,79.66,0
4/27/2020 12:00:00 PM,225.52,56.29,62.72,76.92,85.87,87.92,79.67,0
4/27/2020 11:00:00 AM,225.71,56.27,62.74,77.05,85.92,87.91,79.66,0
4/27/2020 10:00:00 AM,225.92,56.28,62.77,77.19,85.97,87.91,79.67,0
4/27/2020 9:00:00 AM,226.06,56.34,62.78,77.26,86.01,87.93,79.66,0
4/27/2020 8:00:00 AM,226.2,56.38,62.8,77.33,86.07,87.93,79.65,0
4/27/2020 7:00:00 AM,226.25,56.44,62.8,77.37,86.08,87.91,79.68,0
4/27/2020 6:00:00 AM,226.24,56.52,62.79,77.36,86.09,87.91,79.67,0
4/27/2020 5:00:00 AM,226.21,56.59,62.79,77.35,86.08,87.9,79.67,0
4/27/2020 4:00:00 AM,226.15,56.65,62.76,77.33,86.07,87.89,79.67,0
4/27/2020 3:00:00 AM,226.11,56.72,62.75,77.31,86.06,87.9,79.67,0
4/27/2020 2:00:00 AM,226.09,56.79,62.74,77.3,86.04,87.88,79.66,0
4/27/2020 1:00:00 AM,226,56.85,62.7,77.27,86.03,87.88,79.67,0
4/27/2020 12:00:00 AM,225.95,56.91,62.66,77.27,86.02,87.88,79.66,0
4/26/2020 11:00:00 PM,225.92,56.96,62.64,77.26,86.02,87.88,79.66,0
4/26/2020 10:00:00 PM,225.83,56.98,62.61,77.23,85.99,87.88,79.66,0
4/26/2020 9:00:00 PM,225.75,57,62.58,77.21,85.96,87.87,79.64,0
4/26/2020 8:00:00 PM,225.69,56.98,62.57,77.19,85.93,87.87,79.65,0
4/26/2020 7:00:00 PM,225.6,56.92,62.54,77.17,85.88,87.86,79.64,0
4/26/2020 6:00:00 PM,225.58,56.83,62.52,77.19,85.87,87.84,79.64,0
4/26/2020 5:00:00 PM,225.62,56.74,62.51,77.25,85.86,87.84,79.64,0
4/26/2020 4:00:00 PM,225.77,56.63,62.52,77.36,85.89,87.84,79.64,0
4/26/2020 3:00:00 PM,225.95,56.5,62.54,77.48,85.93,87.82,79.64,0
4/26/2020 2:00:00 PM,226.19,56.39,62.56,77.6,86.03,87.82,79.64,0
4/26/2020 1:00:00 PM,226.47,56.29,62.58,77.72,86.17,87.83,79.64,0
4/26/2020 12:00:00 PM,226.83,56.23,62.63,77.82,86.38,87.84,79.64,0
4/26/2020 11:00:00 AM,227.25,56.17,62.63,77.92,86.7,87.86,79.64,0
4/26/2020 10:00:00 AM,227.62,56.17,62.64,78.02,86.97,87.86,79.63,0
4/26/2020 9:00:00 AM,227.93,56.21,62.67,78.07,87.2,87.87,79.63,0
4/26/2020 8:00:00 AM,228.19,56.27,62.67,78.1,87.42,87.91,79.63,0
4/26/2020 7:00:00 AM,228.38,56.32,62.66,78.09,87.63,87.92,79.63,0
4/26/2020 6:00:00 AM,228.51,56.39,62.66,78.06,87.8,87.94,79.61,0
4/26/2020 5:00:00 AM,228.6,56.44,62.64,78.02,87.94,88,79.62,0
4/26/2020 4:00:00 AM,228.6,56.51,62.64,77.98,87.99,88.07,79.61,0
4/26/2020 3:00:00 AM,228.67,56.57,62.61,77.94,88.12,88.24,79.61,0
4/26/2020 2:00:00 AM,228.74,56.64,62.61,77.87,88.26,88.4,79.61,0
4/26/2020 1:00:00 AM,228.75,56.7,62.58,77.78,88.39,88.52,79.62,0
4/26/2020 12:00:00 AM,228.73,56.76,62.54,77.69,88.5,88.64,79.64,0
4/25/2020 11:00:00 PM,228.67,56.83,62.5,77.54,88.62,88.74,79.71,0
4/25/2020 10:00:00 PM,228.55,56.86,62.47,77.35,88.74,88.8,79.88,0
4/25/2020 9:00:00 PM,228.36,56.89,62.43,77.04,88.89,88.85,80.35,0
4/25/2020 8:00:00 PM,227.94,56.92,62.38,76.52,89.04,88.89,80.64,0
4/25/2020 7:00:00 PM,227.11,56.91,62.36,75.6,89.15,88.89,80.64,0
4/25/2020 6:00:00 PM,225.53,56.86,62.3,74.04,89.18,88.87,80.52,0
4/25/2020 5:00:00 PM,222.87,56.8,62.25,71.36,89.26,88.8,80.39,0
4/25/2020 4:00:00 PM,219.87,56.75,62.25,68.3,89.32,88.7,80.05,0
4/25/2020 3:00:00 PM,218.16,56.71,62.27,66.49,89.4,88.51,79.54,0
4/25/2020 2:00:00 PM,217.6,56.65,62.31,65.81,89.47,87.8,79.51,0
4/25/2020 1:00:00 PM,215.84,56.64,62.35,65.42,88.07,87.69,79.52,0
4/25/2020 12:00:00 PM,214.35,56.63,62.4,65.21,86.74,87.69,79.52,0
4/25/2020 11:00:00 AM,214.29,56.65,62.44,65.12,86.73,87.68,79.51,0
4/25/2020 10:00:00 AM,214.32,56.68,62.49,65.1,86.73,87.68,79.51,0
4/25/2020 9:00:00 AM,214.34,56.76,62.55,65.06,86.73,87.68,79.51,0
4/25/2020 8:00:00 AM,214.34,56.81,62.56,65.03,86.75,87.68,79.5,0
4/25/2020 7:00:00 AM,214.33,56.81,62.57,65,86.76,87.68,79.5,0
4/25/2020 6:00:00 AM,214.25,56.78,62.55,64.95,86.75,87.68,79.48,0
4/25/2020 5:00:00 AM,214.14,56.75,62.51,64.88,86.75,87.67,79.49,0
4/25/2020 4:00:00 AM,214.05,56.75,62.48,64.83,86.74,87.67,79.48,0
4/25/2020 3:00:00 AM,213.97,56.74,62.45,64.79,86.73,87.66,79.47,0
4/25/2020 2:00:00 AM,213.9,56.73,62.4,64.75,86.74,87.66,79.47,0
4/25/2020 1:00:00 AM,213.82,56.72,62.37,64.71,86.74,87.66,79.46,0
4/25/2020 12:00:00 AM,213.75,56.72,62.33,64.69,86.73,87.65,79.47,0
4/24/2020 11:00:00 PM,213.65,56.68,62.27,64.65,86.72,87.64,79.46,0
4/24/2020 10:00:00 PM,213.56,56.69,62.22,64.63,86.71,87.64,79.47,0
4/24/2020 9:00:00 PM,213.49,56.65,62.19,64.6,86.7,87.63,79.46,0
4/24/2020 8:00:00 PM,213.37,56.61,62.14,64.57,86.66,87.62,79.45,0
4/24/2020 7:00:00 PM,213.26,56.54,62.13,64.52,86.61,87.61,79.45,0
4/24/2020 6:00:00 PM,213.15,56.47,62.11,64.48,86.56,87.6,79.46,0
4/24/2020 5:00:00 PM,213.1,56.39,62.11,64.49,86.5,87.6,79.45,0
4/24/2020 4:00:00 PM,213.11,56.32,62.13,64.5,86.47,87.6,79.45,0
4/24/2020 3:00:00 PM,213.14,56.28,62.18,64.53,86.43,87.58,79.46,0
4/24/2020 2:00:00 PM,213.22,56.24,62.23,64.58,86.41,87.58,79.46,0
4/24/2020 1:00:00 PM,213.31,56.23,62.28,64.64,86.39,87.6,79.46,0
4/24/2020 12:00:00 PM,213.4,56.24,62.32,64.69,86.39,87.59,79.47,0
4/24/2020 11:00:00 AM,213.51,56.27,62.35,64.77,86.39,87.6,79.47,0
4/24/2020 10:00:00 AM,213.59,56.32,62.39,64.82,86.39,87.61,79.47,0
4/24/2020 9:00:00 AM,213.68,56.38,62.43,64.85,86.39,87.61,79.46,0
4/24/2020 8:00:00 AM,213.77,56.47,62.47,64.9,86.4,87.61,79.47,0
4/24/2020 7:00:00 AM,213.85,56.54,62.49,64.93,86.44,87.61,79.45,0
4/24/2020 6:00:00 AM,213.91,56.6,62.49,64.93,86.49,87.61,79.46,0
4/24/2020 5:00:00 AM,213.9,56.65,62.51,64.91,86.48,87.61,79.46,0
4/24/2020 4:00:00 AM,213.85,56.7,62.49,64.88,86.48,87.6,79.46,0
4/24/2020 3:00:00 AM,213.83,56.75,62.47,64.88,86.48,87.61,79.46,0
4/24/2020 2:00:00 AM,213.77,56.81,62.45,64.84,86.48,87.6,79.45,0
4/24/2020 1:00:00 AM,213.74,56.88,62.44,64.82,86.48,87.6,79.45,0
4/24/2020 12:00:00 AM,213.69,56.93,62.41,64.8,86.48,87.6,79.45,0
4/23/2020 11:00:00 PM,213.63,56.99,62.38,64.79,86.46,87.59,79.45,0
4/23/2020 10:00:00 PM,213.6,57.02,62.37,64.78,86.45,87.59,79.45,0
4/23/2020 9:00:00 PM,213.57,57.04,62.35,64.77,86.45,87.58,79.44,0
4/23/2020 8:00:00 PM,213.49,57.03,62.32,64.75,86.42,87.57,79.45,0
4/23/2020 7:00:00 PM,213.42,56.97,62.32,64.71,86.38,87.57,79.45,0
4/23/2020 6:00:00 PM,213.34,56.92,62.32,64.69,86.33,87.54,79.46,0
4/23/2020 5:00:00 PM,213.29,56.87,62.32,64.69,86.28,87.54,79.45,0
4/23/2020 4:00:00 PM,213.3,56.81,62.34,64.71,86.25,87.53,79.46,0
4/23/2020 3:00:00 PM,213.34,56.75,62.38,64.74,86.23,87.54,79.46,0
4/23/2020 2:00:00 PM,213.41,56.72,62.42,64.8,86.2,87.53,79.46,0
4/23/2020 1:00:00 PM,213.48,56.7,62.46,64.83,86.18,87.54,79.46,0
4/23/2020 12:00:00 PM,213.57,56.68,62.51,64.89,86.18,87.53,79.46,0
4/23/2020 11:00:00 AM,213.68,56.73,62.56,64.94,86.18,87.54,79.46,0
4/23/2020 10:00:00 AM,213.76,56.77,62.59,64.98,86.19,87.54,79.48,0
4/23/2020 9:00:00 AM,213.85,56.82,62.62,65.03,86.2,87.55,79.48,0
4/23/2020 8:00:00 AM,213.94,56.89,62.66,65.05,86.22,87.54,79.47,0
4/23/2020 7:00:00 AM,214.01,56.95,62.66,65.09,86.25,87.55,79.46,0
4/23/2020 6:00:00 AM,214.02,56.99,62.66,65.1,86.26,87.55,79.47,0
4/23/2020 5:00:00 AM,213.97,57.04,62.64,65.07,86.25,87.55,79.46,0
4/23/2020 4:00:00 AM,213.94,57.09,62.62,65.06,86.26,87.54,79.46,0
4/23/2020 3:00:00 AM,213.92,57.14,62.6,65.04,86.27,87.54,79.46,0
4/23/2020 2:00:00 AM,213.93,57.19,62.62,65.03,86.29,87.54,79.46,0
4/23/2020 1:00:00 AM,213.86,57.23,62.57,65.01,86.28,87.53,79.46,0
4/23/2020 12:00:00 AM,213.82,57.27,62.56,64.98,86.28,87.53,79.45,0
4/22/2020 11:00:00 PM,213.77,57.31,62.54,64.96,86.27,87.52,79.44,0
4/22/2020 10:00:00 PM,213.72,57.35,62.52,64.94,86.27,87.53,79.46,0
4/22/2020 9:00:00 PM,213.67,57.33,62.49,64.92,86.26,87.52,79.44,0
4/22/2020 8:00:00 PM,213.61,57.3,62.47,64.91,86.23,87.5,79.45,0
4/22/2020 7:00:00 PM,213.53,57.26,62.45,64.88,86.19,87.5,79.44,0
4/22/2020 6:00:00 PM,213.44,57.19,62.45,64.85,86.15,87.49,79.46,0
4/22/2020 5:00:00 PM,213.39,57.13,62.45,64.84,86.11,87.48,79.44,0
4/22/2020 4:00:00 PM,213.42,57.08,62.47,64.87,86.08,87.48,79.44,0
4/22/2020 3:00:00 PM,213.41,57.01,62.5,64.87,86.04,87.5,79.45,0
4/22/2020 2:00:00 PM,213.44,56.97,62.51,64.91,86.01,87.5,79.44,0
4/22/2020 1:00:00 PM,213.5,56.94,62.55,64.94,86.01,87.5,79.44,0
4/22/2020 12:00:00 PM,213.56,56.93,62.57,64.99,86,87.51,79.45,0
4/22/2020 11:00:00 AM,213.68,56.94,62.61,65.06,86,87.52,79.46,0
4/22/2020 10:00:00 AM,213.8,57,62.65,65.13,86.02,87.52,79.46,0
4/22/2020 9:00:00 AM,213.91,57.1,62.69,65.19,86.04,87.52,79.46,0
4/22/2020 8:00:00 AM,214.04,57.16,62.73,65.24,86.07,87.52,79.46,0
4/22/2020 7:00:00 AM,214.06,57.24,62.72,65.24,86.1,87.52,79.46,0
4/22/2020 6:00:00 AM,214.07,57.29,62.72,65.24,86.11,87.52,79.46,0
4/22/2020 5:00:00 AM,214.05,57.35,62.71,65.23,86.11,87.51,79.46,0
4/22/2020 4:00:00 AM,214,57.4,62.68,65.21,86.11,87.52,79.46,0
4/22/2020 3:00:00 AM,213.98,57.45,62.68,65.19,86.11,87.5,79.45,0
4/22/2020 2:00:00 AM,213.94,57.5,62.65,65.18,86.11,87.49,79.46,0
4/22/2020 1:00:00 AM,213.88,57.55,62.63,65.16,86.09,87.49,79.46,0
4/22/2020 12:00:00 AM,213.86,57.59,62.62,65.14,86.1,87.49,79.46,0
